path	sentence	age	gender	accents
common_voice_en_29864338.mp3	Richardson thus sailed with the Walcheren Expedition to the Netherlands in the same month.	45-year-old	male	British
common_voice_en_29864339.mp3	A pair of Chinese guardian lions stands on both sides of its baluster shafts.	45-year-old	male	British
common_voice_en_29864340.mp3	Whilst attending the University of Glasgow he was Chair of the University Labour Club.	45-year-old	male	British
common_voice_en_30497663.mp3	Monetary payments are not allowed.	45-year-old	male	British
common_voice_en_30497664.mp3	Turner studies the history of the Caribbean.	45-year-old	male	British
common_voice_en_30497665.mp3	It was published by Verso Books.	45-year-old	male	British
common_voice_en_30497667.mp3	Some damage was reported from the parts of Ecuador closest to the epicenter.	45-year-old	male	British
common_voice_en_36476461.mp3	The album has three singles: Move, Absolute and Breathe You In.	45-year-old	male	British
common_voice_en_36476466.mp3	Castles and Guilds form factions; tensions arise from wars and shifting alliances.	45-year-old	male	British
common_voice_en_36476467.mp3	Richardson appeared as one of the schoolboys in Alan Bennett's Forty Years On.	45-year-old	male	British
common_voice_en_36476468.mp3	The song O Tannenbaum features a lead vocal by Johnny Mathis.	45-year-old	male	British
common_voice_en_36476504.mp3	It had a six-speed close ratio gearbox with a kick-start.	45-year-old	male	British
common_voice_en_36476508.mp3	The parish seat is Crowley.	45-year-old	male	British
common_voice_en_36476511.mp3	Robert Hamilton was born in Scotland.	45-year-old	male	British
common_voice_en_36476512.mp3	The last two were recorded in Sydney and Melbourne, Australia.	45-year-old	male	British
common_voice_en_36476513.mp3	Khmer boxers have fought abroad in countries such as Korea.	45-year-old	male	British
common_voice_en_36476514.mp3	This was never the case.	45-year-old	male	British
common_voice_en_39958134.mp3	The luminosity class of this last component remains undetermined.	45-year-old	male	British
common_voice_en_30670947.mp3	Hiranandani lives and works in New York state.	35-year-old	male	Austrian
common_voice_en_30670950.mp3	His first appearances arrived within the next three months versus Comunicaciones and Atlanta respectively.	35-year-old	male	Austrian
common_voice_en_30670951.mp3	The perfect life is now crushed.	35-year-old	male	Austrian
common_voice_en_30670952.mp3	It replaced the wet collodion process Moran had used for years.	35-year-old	male	Austrian
common_voice_en_30670953.mp3	The main items sold at the market are grain and vegetables.	35-year-old	male	Austrian
common_voice_en_30670955.mp3	The success gave him a foot in the stirrup and launched his career.	35-year-old	male	Austrian
common_voice_en_30670956.mp3	Helena Stone played harp at public events from her teenaged years.	35-year-old	male	Austrian
common_voice_en_30670957.mp3	Bush was also an investor.	35-year-old	male	Austrian
common_voice_en_30670959.mp3	Believers participate in fasting and praying for the eight days.	35-year-old	male	Austrian
common_voice_en_30670960.mp3	Koenen made her concert debut in Berlin.	35-year-old	male	Austrian
common_voice_en_30670961.mp3	The excavated artifacts are currently exhibited at the Ogi Archaeological Museum.	35-year-old	male	Austrian
common_voice_en_30670962.mp3	It primarily deals in distribution of Kannada Language films across Karnataka.	35-year-old	male	Austrian
common_voice_en_30670963.mp3	He also studied in Vienna and with Eric Ericson in Stockholm.	35-year-old	male	Austrian
common_voice_en_30670964.mp3	The prison has separate sections for male and female prisoners.	35-year-old	male	Austrian
common_voice_en_30670965.mp3	Its interconnected structure helped locals with space usage and insulation.	35-year-old	male	Austrian
common_voice_en_30670966.mp3	Gupta received his degree in mechanical engineering from Delhi University.	35-year-old	male	Austrian
common_voice_en_30670967.mp3	Morty then fails to recreate the relationship and accidentally overwrites the save point.	35-year-old	male	Austrian
common_voice_en_30670968.mp3	His brothers Louis and George also played for Nelson.	35-year-old	male	Austrian
common_voice_en_30681157.mp3	All music composed by Kenshi Yonezu.	35-year-old	male	Austrian
common_voice_en_30681158.mp3	Paris Barclay directed the first part while Kiley Donovan wrote it.	35-year-old	male	Austrian
common_voice_en_30681159.mp3	She is married to Alabama State Senator Henry Sanders.	35-year-old	male	Austrian
common_voice_en_30681160.mp3	She is known to have directed music videos for Kamasi Washington and Neneh Cherry.	35-year-old	male	Austrian
common_voice_en_30681167.mp3	Dykstra also supported charging developers impact fees for infrastructure improvements demanded by their developments.	35-year-old	male	Austrian
common_voice_en_30681168.mp3	The genus name honors paleontologist George Gaylord Simpson.	35-year-old	male	Austrian
common_voice_en_30681169.mp3	Conte also proposed to lift off the international sanctions against Russia.	35-year-old	male	Austrian
common_voice_en_30681170.mp3	Monteilhet’s debut novel The Praying Mantises was an instant success.	35-year-old	male	Austrian
common_voice_en_30681176.mp3	They are about to leave when Annabelle sees her angel reading the paper.	35-year-old	male	Austrian
common_voice_en_30681177.mp3	Other lay teachers and tribal elders joined her.	35-year-old	male	Austrian
common_voice_en_30681182.mp3	The Gold brothers later stepped down and handed the company over to Julian Price.	35-year-old	male	Austrian
common_voice_en_30681184.mp3	In the first case the Royal Navy recaptured her and she completed her voyage.	35-year-old	male	Austrian
common_voice_en_30681185.mp3	I for one applaud this first step into adulthood for roleplaying.	35-year-old	male	Austrian
common_voice_en_30686074.mp3	Dorsum lack hairs or setae but ventrum with very scanty yellow hairs.	35-year-old	male	Austrian
common_voice_en_30686076.mp3	Brace is the son of Billy and Meredith Brace.	35-year-old	male	Austrian
common_voice_en_30686077.mp3	He was the first African American elected to the Wisconsin Legislature.	35-year-old	male	Austrian
common_voice_en_30686078.mp3	She graduated from the University of Adelaide and the Elder Conservatorium of Music.	35-year-old	male	Austrian
common_voice_en_30686079.mp3	He is married to Sheema Moslem in his personal life.	35-year-old	male	Austrian
common_voice_en_30686080.mp3	Currently he is assistant coach for Arema.	35-year-old	male	Austrian
common_voice_en_30686081.mp3	Part of the budget was contributed by the Australian Film Development Corporation.	35-year-old	male	Austrian
common_voice_en_30686085.mp3	Her father is the Bahraini writer Aqil Sawar.	35-year-old	male	Austrian
common_voice_en_30686086.mp3	His published works include the extensive History of Chinese Pottery and Porcelain.	35-year-old	male	Austrian
common_voice_en_30686087.mp3	He was also correspondent for the Ministry of Public Instruction for Historical Works.	35-year-old	male	Austrian
common_voice_en_30686088.mp3	David Verey described the row of buildings as equal to any terrace in Europe.	35-year-old	male	Austrian
common_voice_en_30686089.mp3	No speech by Oswald in the House of Commons was recorded.	35-year-old	male	Austrian
common_voice_en_30686090.mp3	Soundtrack was composed by Hitesh Manjunath.	35-year-old	male	Austrian
common_voice_en_30686091.mp3	He had three children with his wife Frances.	35-year-old	male	Austrian
common_voice_en_30686094.mp3	At the left of the entrance Virabhadra is found.	35-year-old	male	Austrian
common_voice_en_30686095.mp3	Georgia’s former flame Ashley Tyler arrived during this episode as the final ex.	35-year-old	male	Austrian
common_voice_en_30686096.mp3	Turner arranged and produced the album.	35-year-old	male	Austrian
common_voice_en_30686099.mp3	Wave can also display imagery taken from video games and cartoons.	35-year-old	male	Austrian
common_voice_en_30686101.mp3	Van Loo preceded Aert van der Goes as Grand pensionary of Holland.	35-year-old	male	Austrian
common_voice_en_30686102.mp3	He was inconspicuous in that Parliament.	35-year-old	male	Austrian
common_voice_en_19606251.mp3	This proved optimistic; the first production vehicles were not delivered until April.	25-year-old	male	American
common_voice_en_19606629.mp3	Other questions hinted at more obvious answers based on the context of the question.	25-year-old	male	American
common_voice_en_19694510.mp3	Born in Toronto, he is a graduate of Martin Methodist College.	25-year-old	male	American
common_voice_en_19720548.mp3	Lee Chi Wo is sponsored by Herbalife.	15-year-old	male	Canadian
common_voice_en_19720711.mp3	The current church was built in multiple stages.	15-year-old	male	Canadian
common_voice_en_22204244.mp3	The man is covered from head to toes with dust and mud.	55-year-old	male	American
common_voice_en_22733424.mp3	This is speculative technology that has not been demonstrated in a documented fashion.	35-year-old	male	American
common_voice_en_22733438.mp3	Christie was a principal witness for the Crown and gave evidence denying Evans's accusations.	35-year-old	male	American
common_voice_en_19959668.mp3	His films often ended unexpectedly on a downbeat note.	45-year-old	male	Canadian
common_voice_en_19959726.mp3	Be so kind as to apologise for us to Miss Darcy.	45-year-old	male	Canadian
common_voice_en_19960110.mp3	France itself ranks first in the list of Nobel Prizes in literature by country.	45-year-old	male	Canadian
common_voice_en_19980759.mp3	The three volumes are titled Titan, Wizard, and Demon.	45-year-old	female	American
common_voice_en_19981215.mp3	This can result in either short-term or long-term damage.	45-year-old	female	American
common_voice_en_18557333.mp3	How many minutes do you walk a day?	25-year-old	male	American
common_voice_en_18569246.mp3	Are you looking for employment?	25-year-old	male	American
common_voice_en_19797667.mp3	Its county seat is Hawesville.	35-year-old	female	American
common_voice_en_26121967.mp3	He asked my help.	25-year-old	female	American
common_voice_en_26122134.mp3	There was a first-past-the-post voting system.	25-year-old	female	American
common_voice_en_26122679.mp3	Vincent was born into a conflictive family.	25-year-old	female	American
common_voice_en_26122989.mp3	The peduncle stem is slender, flattened and rather short.	25-year-old	female	American
common_voice_en_34989530.mp3	The majority of D-Xylose is absorbed normally, and should be found in the urine.	15-year-old	female	American
common_voice_en_34989531.mp3	Some of these books have been issued by Plunkett Lake Press in eBook form.	15-year-old	female	American
common_voice_en_34989533.mp3	The two are former co-owners of the Spalding Inn, based in Whitefield, New Hampshire.	15-year-old	female	American
common_voice_en_34989534.mp3	Ma was a Chinese Muslim, his faith being Islam.	15-year-old	female	American
common_voice_en_34989536.mp3	Alexander was enraged at the Tyrian defiance and ordered the siege to commence.	15-year-old	female	American
common_voice_en_34989538.mp3	These enzymes are members of the larger class of aldehyde dehydrogenases.	15-year-old	female	American
common_voice_en_34989540.mp3	The train consisted of three motor cars and two trailer cars.	15-year-old	female	American
common_voice_en_34989541.mp3	They are the two largest ski fields in New Zealand, with Whakapapa the larger.	15-year-old	female	American
common_voice_en_34989542.mp3	Lighting comes from restrained yet elegant chandeliers.	15-year-old	female	American
common_voice_en_34989543.mp3	The Colonial Cup was the league's championship trophy.	15-year-old	female	American
common_voice_en_34989544.mp3	His decision included the apology I apologize for the length of this opinion.	15-year-old	female	American
common_voice_en_35011450.mp3	Gilbert was one of the first Joycean scholars.	15-year-old	female	American
common_voice_en_35011452.mp3	The church has Classical characteristics.	15-year-old	female	American
common_voice_en_35011453.mp3	The Ponca City region of Oklahoma is part of tornado alley.	15-year-old	female	American
common_voice_en_35011454.mp3	Psychiatrist Doctor Peter Scott gave advice about the mental state of the criminals.	15-year-old	female	American
common_voice_en_35011456.mp3	Beck also served as royal treasurer.	15-year-old	female	American
common_voice_en_35011458.mp3	Bob stabs Carrie from behind.	15-year-old	female	American
common_voice_en_35011459.mp3	He is married to Shelagh and they have three children: Craig, Eden and Cynthia.	15-year-old	female	American
common_voice_en_35011460.mp3	These reflex tears will not necessarily make the eyes feel better.	15-year-old	female	American
common_voice_en_35011462.mp3	He used to beat me up in practice, O'Neal said.	15-year-old	female	American
common_voice_en_35011463.mp3	The crucifix sea catfish spawns from October–May.	15-year-old	female	American
common_voice_en_35011464.mp3	It has a Norman tower with an Early English nave and chancel.	15-year-old	female	American
common_voice_en_35011467.mp3	A post office and several businesses sprang up at the site.	15-year-old	female	American
common_voice_en_35011468.mp3	The museum features a wide range of activities and exhibits.	15-year-old	female	American
common_voice_en_35011470.mp3	Many of the stocks he invests in drop.	15-year-old	female	American
common_voice_en_35011471.mp3	It broke the tournament record and he defeated Crafter by one.	15-year-old	female	American
common_voice_en_35011472.mp3	When Pang Cong returned to Wei, the King indeed stopped seeing him.	15-year-old	female	American
common_voice_en_35011473.mp3	He toured Japan but his health continued to decline.	15-year-old	female	American
common_voice_en_35011474.mp3	The types of dance performed in social gatherings change with social values.	15-year-old	female	American
common_voice_en_35011475.mp3	Burt Lake State Park is located on the south shore of Burt Lake.	15-year-old	female	American
common_voice_en_35011476.mp3	It can be produced on site for immediate use or purchased in containers.	15-year-old	female	American
common_voice_en_35011477.mp3	He played two more seasons with the Sonics after that.	15-year-old	female	American
common_voice_en_35011478.mp3	Randomness can also be incorporated into the environmental component.	15-year-old	female	American
common_voice_en_35011479.mp3	The word Gaillimh is believed to mean stony as in stony river.	15-year-old	female	American
common_voice_en_35011480.mp3	The engagement was also known as the Battle of Bethel Church or Great Bethel.	15-year-old	female	American
common_voice_en_35011481.mp3	He is currently active as player and teacher in the Chicago area.	15-year-old	female	American
common_voice_en_35011482.mp3	The primary theme became a popular tune in its time.	15-year-old	female	American
common_voice_en_35011483.mp3	He was sentenced to prison but later escaped.	15-year-old	female	American
common_voice_en_35011484.mp3	It is approximately seven miles north-west of Nottingham, England.	15-year-old	female	American
common_voice_en_35011485.mp3	Consequently, subroutine calls and interrupts are dealt with without incurring branch penalties.	15-year-old	female	American
common_voice_en_35011489.mp3	He is now retired, and is a resident of Saint Catharines.	15-year-old	female	American
common_voice_en_35011490.mp3	Church and school were held there.	15-year-old	female	American
common_voice_en_35011491.mp3	It is across the Columbia River from White Salmon, Washington.	15-year-old	female	American
common_voice_en_35011492.mp3	Historically speaking, this term often referred to Calvinist Protestants.	15-year-old	female	American
common_voice_en_35011493.mp3	Several of his poems became songs.	15-year-old	female	American
common_voice_en_35011494.mp3	Management of the structure was vested in an eight-member Board of Governors.	15-year-old	female	American
common_voice_en_35011496.mp3	For Morris, this was the final at bat of his career.	15-year-old	female	American
common_voice_en_35011497.mp3	They can be arranged to an entire orchestra.	15-year-old	female	American
common_voice_en_35011499.mp3	These vascular trees are then pruned and extended through angiogenesis.	15-year-old	female	American
common_voice_en_35011500.mp3	Tungsten has no known biological role in the human body.	15-year-old	female	American
common_voice_en_35011501.mp3	Held in July, it is a free event not targeting a specific group.	15-year-old	female	American
common_voice_en_35011503.mp3	Some divorce proceedings last over a decade.	15-year-old	female	American
common_voice_en_35011504.mp3	The project went out to bid again in November.	15-year-old	female	American
common_voice_en_35011505.mp3	The following year saw a Texas tortoise bred in Europe for the first time.	15-year-old	female	American
common_voice_en_35011507.mp3	Although perhaps not as well studied as Drosophila, segmentation in zebrafish is actively studied.	15-year-old	female	American
common_voice_en_35011508.mp3	Shulman also has two stepchildren from his second marriage.	15-year-old	female	American
common_voice_en_35011510.mp3	While at Harvard College she was voted Teaching Fellow of the Year.	15-year-old	female	American
common_voice_en_35011511.mp3	Osteophytes usually limit joint movement and typically cause pain.	15-year-old	female	American
common_voice_en_35011512.mp3	The earliest traces of settlement are from the stone age.	15-year-old	female	American
common_voice_en_35011514.mp3	Logging and flatboat construction were the initial chief industries.	15-year-old	female	American
common_voice_en_21843370.mp3	Whatever the net result, mammals generally tolerate oxpeckers.	15-year-old	male	American
common_voice_en_21843371.mp3	The centre of Hessle is the Square.	15-year-old	male	American
common_voice_en_22337328.mp3	He was also employed in writing plays.	25-year-old	female	British
common_voice_en_22337462.mp3	Band concerts were a frequent summer event.	25-year-old	female	British
common_voice_en_22337481.mp3	At Madras she destroyed oil storage facilities through shelling.	25-year-old	female	British
common_voice_en_22337501.mp3	Parker was raised in Liverpool.	25-year-old	female	British
common_voice_en_22337526.mp3	At the tournament Klouda's first book was launched.	25-year-old	female	British
common_voice_en_22337588.mp3	It has been one of the most highly regarded courses at Berkeley.	25-year-old	female	British
common_voice_en_30682027.mp3	Various filtration racks are used for the processing of discrete samples.	35-year-old	male	American
common_voice_en_30682039.mp3	Harun also stated that Kabir will never be promoted again in the civil service.	35-year-old	male	American
common_voice_en_30682052.mp3	She also traveled to India.	35-year-old	male	American
common_voice_en_30682178.mp3	The six teams were split into two pools of three teams.	35-year-old	male	American
common_voice_en_19061068.mp3	It uses bubble detectors with Freon as the active mass.	65-year-old	male	American
common_voice_en_20975554.mp3	Norman Gifford was the very first Man of the Match for a final.	55-year-old	female	American
common_voice_en_20992404.mp3	Too numerous to list here.	55-year-old	female	American
common_voice_en_20374291.mp3	Lola's personality is a combination of the Hawksian woman, tomboy and femme fatale archetypes.	45-year-old	male	British
common_voice_en_20374307.mp3	According to the Pseudo-Plutarch, however, it was Menesaechmus on whose charge they were imprisoned.	45-year-old	male	British
common_voice_en_25553328.mp3	Food supply and moisture levels are important factors in the species' tolerance of habitat.	35-year-old	male	American
common_voice_en_25553342.mp3	His great-great grandfather was Italian-born English musician Muzio Clementi.	35-year-old	male	American
common_voice_en_25553357.mp3	Acevedo is known to be an expert in Puerto Rican electoral law.	35-year-old	male	American
common_voice_en_25553360.mp3	'Elementary,' said he.	35-year-old	male	American
common_voice_en_25553361.mp3	The site is home to cormorants and shags.	35-year-old	male	American
common_voice_en_25553370.mp3	I still love sound and just want to keep pushing, pushing and pushing.	35-year-old	male	American
common_voice_en_25553394.mp3	He currently serves on the Board of Directors for People for the American Way.	35-year-old	male	American
common_voice_en_25553404.mp3	The Bristol Blenheim was used by both Bomber and Fighter Commands.	35-year-old	male	American
common_voice_en_25553420.mp3	One story recounts Smith's trip across the plains with Heber C. Kimball's pioneer company.	35-year-old	male	American
common_voice_en_19656568.mp3	These systems include peroxidases, catalases, and superoxide dismutases.	45-year-old	male	American
common_voice_en_19656663.mp3	Kevin Barnes' writing has encompassed many styles over the years.	45-year-old	male	American
common_voice_en_19656666.mp3	Bahadori is now Emeritus Professor of School of Medicine, Tehran University.	45-year-old	male	American
common_voice_en_19656840.mp3	It was always 'hello and goodbye'.	45-year-old	male	American
common_voice_en_19656875.mp3	Subsequently, Tan started a rubber estate at Bukit Lintang.	45-year-old	male	American
common_voice_en_19656935.mp3	The area was previously home to the airfield Lundtofte Flyveplads.	45-year-old	male	American
common_voice_en_19657003.mp3	Between Utsunomiya and Kuroiso, local and rapid trains stop at every station.	45-year-old	male	American
common_voice_en_19657120.mp3	He has a wife, Sherri, and three daughters.	45-year-old	male	American
common_voice_en_20474326.mp3	He guarded his invention through patents.	25-year-old	male	British
common_voice_en_20474350.mp3	The Secretary of State may also make a direction.	25-year-old	male	British
common_voice_en_20474352.mp3	They swim in a rowing manner.	25-year-old	male	British
common_voice_en_27215411.mp3	The Airbus and Aircruiser served as both commercial and military transports.	35-year-old	male	Canadian
common_voice_en_27215530.mp3	The original and most popular name of the school was Barasat Government High School.	35-year-old	male	Canadian
common_voice_en_38126894.mp3	The animals were then transported by truck to the exhibition grounds.	25-year-old	male	German
common_voice_en_38126921.mp3	There are four distinguished conjugation sets in Hindi.	25-year-old	male	German
common_voice_en_38126922.mp3	The only predicament for the relationship is Jessica's nervousness concerning same-sex intimacy.	25-year-old	male	German
common_voice_en_38126923.mp3	The group effectively disbanded shortly afterward due to political repression.	25-year-old	male	German
common_voice_en_38126924.mp3	For the Television adaption, Worzel had a collection of interchangeable heads.	25-year-old	male	German
common_voice_en_38126926.mp3	He is now retired and lives in Mecklenburg-Vorpommern.	25-year-old	male	German
common_voice_en_38126929.mp3	Both devices are very similar in shape and principles, although they use different explosives.	25-year-old	male	German
common_voice_en_38126931.mp3	LaSardo was born in Brooklyn, New York.	25-year-old	male	German
common_voice_en_38126932.mp3	Arthur Cohen directed the film, which was produced by Bill Randle himself.	25-year-old	male	German
common_voice_en_38126965.mp3	Stenberg is a member of the Republican Party.	25-year-old	male	German
common_voice_en_38126967.mp3	He committed to Illinois State shortly thereafter.	25-year-old	male	German
common_voice_en_38126974.mp3	In the Senate, he was a supporter of the Kubitschek government.	25-year-old	male	German
common_voice_en_38126978.mp3	Formatting information is then displayed in the normal text area displacing the actual text.	25-year-old	male	German
common_voice_en_38126982.mp3	Swasey was born near Exeter, New Hampshire to Nathaniel and Abigail Swasey.	25-year-old	male	German
common_voice_en_38127478.mp3	One face is built in Gothic style, while the other is of Classical design.	25-year-old	male	German
common_voice_en_38127480.mp3	Winder spoke several languages including Sanskrit and Buddhist Pali.	25-year-old	male	German
common_voice_en_38127483.mp3	The Bahing also worship in Nature.	25-year-old	male	German
common_voice_en_38127484.mp3	Most of the inhabitants live in coastal areas rather than the mountainous interior.	25-year-old	male	German
common_voice_en_38127487.mp3	The village contains one primary school, Ropley CofE Primary School.	25-year-old	male	German
common_voice_en_38127489.mp3	These include many organic artifacts preserved in permafrost.	25-year-old	male	German
common_voice_en_38127490.mp3	It also oversees The Body Shop, the on-campus fitness center.	25-year-old	male	German
common_voice_en_38127496.mp3	Their first international tour then began, including countries of Europe and Latin America.	25-year-old	male	German
common_voice_en_38127497.mp3	Descartes' vortices were not a hypothesis.	25-year-old	male	German
common_voice_en_38127501.mp3	Georgios Zoitakis was born in Nafpaktos.	25-year-old	male	German
common_voice_en_38127502.mp3	The official reporter of the Illinois Supreme Court is Illinois Reports.	25-year-old	male	German
common_voice_en_38127503.mp3	It is however unclear if he was the first one to build a telescope.	25-year-old	male	German
common_voice_en_38127505.mp3	David Hassinger was the engineer for the album.	25-year-old	male	German
common_voice_en_38127513.mp3	United of Manchester after being released from Wrexham earlier that year.	25-year-old	male	German
common_voice_en_38127514.mp3	Plastic surgeon Gerard H. Pitman says, you can't have cleavage with an A cup.	25-year-old	male	German
common_voice_en_38127517.mp3	It is policed by the New York City Parks Enforcement Patrol.	25-year-old	male	German
common_voice_en_38127519.mp3	Lysippos was also famous for his bronze sculptures of Zeus and Herakles.	25-year-old	male	German
common_voice_en_38127522.mp3	It would have been the first bilateral series between the two sides.	25-year-old	male	German
common_voice_en_18262536.mp3	She sat across the room.	15-year-old	male	American
common_voice_en_27611852.mp3	A considerable portion of the Costa Rican population is made up of Nicaraguans.	65-year-old	female	American
common_voice_en_25053588.mp3	The eastern town line borders the town of Parma, marked by Hamlin-Parma Townline Road.	55-year-old	female	American
common_voice_en_20029565.mp3	He was at the time on foot and under enemy fire.	25-year-old	male	Australian
common_voice_en_20029573.mp3	Dylan apparently disliked this.	25-year-old	male	Australian
common_voice_en_20029643.mp3	It is the sixth temple built in the Pacific Islands.	25-year-old	male	Australian
common_voice_en_19114.mp3	Can I hear Anna Vissi's new music on Pandora?	25-year-old	male	Australian
common_voice_en_19141.mp3	Bicycle rider airborne on a ramp	25-year-old	male	Australian
common_voice_en_19158.mp3	A dog swims in the water	25-year-old	male	Australian
common_voice_en_19160.mp3	A man in khakis and a blue shirt speaks into a microphone before a group	25-year-old	male	Australian
common_voice_en_26979578.mp3	Her skirt was raised.	55-year-old	male	Canadian
common_voice_en_27599975.mp3	It performed John Adams' On the Transmigration of Souls and Brahms' A German Requiem.	55-year-old	male	Canadian
common_voice_en_27599995.mp3	Similarly, the halogens with the highest propensity to acquire electrons are the most reactive.	55-year-old	male	Canadian
common_voice_en_20988569.mp3	The controls for several actions have been modified from the previous Alpha games.	25-year-old	female	American
common_voice_en_25200161.mp3	Software house may use a number of various methodologies to produce the code.	25-year-old	female	Scottish
common_voice_en_25200465.mp3	The only original structure remaining is the Rotchev House.	25-year-old	female	Scottish
common_voice_en_19772939.mp3	Some frameworks provide tools for creating and providing web services.	25-year-old	male	Australian
common_voice_en_19773236.mp3	At least one person had a serious but non-life-threatening injury.	25-year-old	male	Australian
common_voice_en_27376610.mp3	She arranged different social and cultural programmes.	35-year-old	female	British
common_voice_en_27486058.mp3	It was the central institution of Australian labour law.	35-year-old	female	British
common_voice_en_27518847.mp3	More statements about the original statement may also exist, depending on the application's needs.	35-year-old	female	British
common_voice_en_27630241.mp3	I have since had a double gun detonated to my order.	35-year-old	female	British
common_voice_en_19142007.mp3	His nickname is The Bald Eagle.	35-year-old	male	Canadian
common_voice_en_19142102.mp3	Provided Real Time Executive with interrupt capability.	35-year-old	male	Canadian
common_voice_en_23729212.mp3	Here developers built the Moira Baths, with a large hotel nearby for travellers.	25-year-old	male	American
common_voice_en_23729223.mp3	In common speech, the term action is often used interchangeably with the term behavior.	25-year-old	male	American
common_voice_en_23729236.mp3	They had two surviving sons.	25-year-old	male	American
common_voice_en_23729249.mp3	His most popular work, the book Against His-Story, Against Leviathan!	25-year-old	male	American
common_voice_en_23729257.mp3	The film's problems were further escalated by rising costs.	25-year-old	male	American
common_voice_en_23729266.mp3	Upon its initial release, The Naked Gun: From the Files of Police Squad!	25-year-old	male	American
common_voice_en_23729277.mp3	It has undergone significant redevelopment, particularly of older homes.	25-year-old	male	American
common_voice_en_20316874.mp3	Harmonic parallelism may suggest bichords.	35-year-old	female	American
common_voice_en_18776565.mp3	Dorchester, in turn, inspired Hardy's Casterbridge.	35-year-old	male	American
common_voice_en_21466438.mp3	Due to inadequate food supplies, he was forced to land at Cebu.	45-year-old	male	American
common_voice_en_20240233.mp3	The railway station is located about a mile from the village.	15-year-old	male	Australian
common_voice_en_20240320.mp3	The stern of the Vosper boat is visible in the footage of that event.	15-year-old	male	Australian
common_voice_en_19469700.mp3	A short struggle ensued.	25-year-old	female	Australian
common_voice_en_19469707.mp3	‘My dear Sir,’ remonstrated the little man.	25-year-old	female	Australian
common_voice_en_18918928.mp3	For this purpose, colza oil was carried in ship's lifeboats.	25-year-old	female	Filipino
common_voice_en_37476894.mp3	Many plants have since closed.	25-year-old	male	Canadian
common_voice_en_37476895.mp3	She is co-author of the reports Carers Speak Out and Primary Carers.	25-year-old	male	Canadian
common_voice_en_37476896.mp3	He must agree to deliver large tributes of sago and other items.	25-year-old	male	Canadian
common_voice_en_37476899.mp3	Twelve hours later, he retracted his retraction.	25-year-old	male	Canadian
common_voice_en_37476900.mp3	Historically, sports teams and the people who play sports have been amateurs.	25-year-old	male	Canadian
common_voice_en_37476903.mp3	Kittner was quarterback for Schaumburg High School under then-coach Tom Cerasani.	25-year-old	male	Canadian
common_voice_en_37476904.mp3	‘Where is Miss Catherine?’ I cried hurriedly.	25-year-old	male	Canadian
common_voice_en_37476971.mp3	Dehalogenases are also able to catalyze the ring-opening of the epoxide.	25-year-old	male	Canadian
common_voice_en_37476972.mp3	In New Zealand and Canada, blocks are usually excluding mortar joints.	25-year-old	male	Canadian
common_voice_en_37476975.mp3	According to a famed international musicologist, the Festival bridges cultural and religious divisions.	25-year-old	male	Canadian
common_voice_en_37476990.mp3	The Church used to openly label such people as Fair Game.	25-year-old	male	Canadian
common_voice_en_37477006.mp3	The minister is charged with the appointment of four vice ministers.	25-year-old	male	Canadian
common_voice_en_37477007.mp3	The Planning Accreditation Board awards and certifies planning programs accreditation.	25-year-old	male	Canadian
common_voice_en_37477008.mp3	Alternatively, the coat can be regularly clipped with shears.	25-year-old	male	Canadian
common_voice_en_37477009.mp3	A highlight of the carnival is a fireworks show by Grucci.	25-year-old	male	Canadian
common_voice_en_37477010.mp3	The cadet will wear no insignia with this grade.	25-year-old	male	Canadian
common_voice_en_37477089.mp3	Laburnum species and hybrids are cultivated as ornamental trees for gardens and parks.	25-year-old	male	Canadian
common_voice_en_37477090.mp3	Hallam defeated Norfolk by two rouges to win the competition.	25-year-old	male	Canadian
common_voice_en_37477091.mp3	Other variants indict British troops, the Mamluks, and others.	25-year-old	male	Canadian
common_voice_en_37477092.mp3	The town was practically destroyed during the fighting in the area.	25-year-old	male	Canadian
common_voice_en_37477093.mp3	He is accountable as if he had.	25-year-old	male	Canadian
common_voice_en_37477117.mp3	This insight would hold relevance on understanding the relationship of music and memory.	25-year-old	male	Canadian
common_voice_en_37477118.mp3	The various guerrilla leaders unwisely attempted to make a stand at Lauria.	25-year-old	male	Canadian
common_voice_en_37477119.mp3	The content of this year-book has been used for several publications in various mass-media.	25-year-old	male	Canadian
common_voice_en_37477160.mp3	Unlike most punches, force should never be applied to the tip of drift pin.	25-year-old	male	Canadian
common_voice_en_37477177.mp3	According to these legends, the fairies live beneath mounds or barrows under the earth.	25-year-old	male	Canadian
common_voice_en_37477180.mp3	It is said that there are countless beings who have attained buddhahood.	25-year-old	male	Canadian
common_voice_en_37477211.mp3	She also encountered numerous whales (mostly sperm whales) and porpoises.	25-year-old	male	Canadian
common_voice_en_37477212.mp3	The area includes the separate unincorporated community of Country Club Estates.	25-year-old	male	Canadian
common_voice_en_37477215.mp3	The state has the highest percentage of Indians when compared to other Malaysian states.	25-year-old	male	Canadian
common_voice_en_37477225.mp3	The pop album Here I Am...	25-year-old	male	Canadian
common_voice_en_37477227.mp3	Nouwen played in all matches for the Netherlands in both tournaments.	25-year-old	male	Canadian
common_voice_en_37477232.mp3	They also receive tips from other users of their service online.	25-year-old	male	Canadian
common_voice_en_37477243.mp3	The election was held in conjunction with municipal elections across the province.	25-year-old	male	Canadian
